CID;LAC;BCH;Localization;GPS
11015;8030;1;Brno - Jundrov, Sosnová 665/2, ex 1033x (+DCS);49°12'25.37"N,16°33'01.08"E
11016;8030;10;Brno - Jundrov, Sosnová 665/2, ex 1033x (+DCS);49°12'25.37"N,16°33'01.08"E
11017;8040;819;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+GSM);49°11'50.07"N,16°37'26.45"E
11018;8040;816;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+GSM);49°11'50.07"N,16°37'26.45"E
11019;8040;788;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+GSM);49°11'50.07"N,16°37'26.45"E
11024;8040;1;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+DCS);49°11'50.07"N,16°37'26.45"E
11025;8040;20;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+DCS);49°11'50.07"N,16°37'26.45"E
11026;8040;14;Brno - Zábrdovice, Špitálka 547/5a, bytovı dùm, ex 1242x (+DCS);49°11'50.07"N,16°37'26.45"E
11027;8030;815;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+GSM);49°12'50.91"N,16°36'04.73"E
11028;8030;788;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+GSM);49°12'50.91"N,16°36'04.73"E
11029;8030;784;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+GSM);49°12'50.91"N,16°36'04.73"E
11034;8030;11;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+DCS);49°12'50.91"N,16°36'04.73"E
11035;8030;5;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+DCS);49°12'50.91"N,16°36'04.73"E
11036;8030;7;Brno - Ponava, Staòkova 383/41, dùm Jana Popelky, ex 1004x (+DCS);49°12'50.91"N,16°36'04.73"E
11037;8030;797;Brno - Líšeò, Štefáèkova 2491/15, budova O2, ex 1286x;49°12'20.57"N,16°40'13.60"E
11038;8030;832;Brno - Líšeò, Štefáèkova 2491/15, budova O2, ex 1286x;49°12'20.57"N,16°40'13.60"E
11039;8030;783;Brno - Líšeò, Štefáèkova 2491/15, budova O2, ex 1286x;49°12'20.57"N,16°40'13.60"E
11044;8030;784;Brno - abovøesky, Stránského 3033/28, admin. budova, ex 1199x (+TMO);49°12'44.83"N,16°34'04.98"E
11045;8030;794;Brno - abovøesky, Stránského 3033/28, admin. budova, ex 1199x (+TMO);49°12'44.83"N,16°34'04.98"E
11046;8030;821;Brno - abovøesky, Stránského 3033/28, admin. budova, ex 1199x (+TMO);49°12'44.83"N,16°34'04.98"E
11047;8050;825;Brno - Slatina, Stránická 961/2, ex 1050x;49°10'47.20"N,16°40'55.61"E
11048;8050;812;Brno - Slatina, Stránická 961/2, ex 1050x;49°10'47.20"N,16°40'55.61"E
11049;8050;785;Brno - Slatina, Stránická 961/2, ex 1050x;49°10'47.20"N,16°40'55.61"E
11054;8030;776;Brno - Ponava, Šumavská 492/8, bytovı dùm, ex 1294x;49°12'42.93"N,16°35'47.25"E
11055;8030;812;Brno - Ponava, Šumavská 492/8, bytovı dùm, ex 1294x;49°12'42.93"N,16°35'47.25"E
11056;8030;787;Brno - Ponava, Šumavská 492/8, bytovı dùm, ex 1294x;49°12'42.93"N,16°35'47.25"E
11057;8030;821;Brno - Ponava, Kounicova 515/66 (x Tábor), bytovı dùm, ex 1388x;49°12'47.50"N,16°35'32.71"E
11058;8030;781;Brno - Ponava, Kounicova 515/66 (x Tábor), bytovı dùm, ex 1388x;49°12'47.50"N,16°35'32.71"E
11059;8030;793;Brno - Ponava, Kounicova 515/66 (x Tábor), bytovı dùm, ex 1388x;49°12'47.50"N,16°35'32.71"E
11064;8050;819;Brno - Dolní Heršpice, Skandinávská 128/2, Shopping park Avion, ex 1183x (+TMO,+O2);49°09'27.48"N,16°37'37.00"E
11065;8050;827;Brno - Dolní Heršpice, Skandinávská 128/2, Shopping park Avion, ex 1183x (+TMO,+O2);49°09'27.48"N,16°37'37.00"E
11066;8050;788;Brno - Dolní Heršpice, Skandinávská 128/2, Shopping park Avion, ex 1183x (+TMO,+O2);49°09'27.48"N,16°37'37.00"E
11067;8050;8;Brno - Dolní Heršpice, Skandinávská 128/2, Shopping park Avion, indoor, ex 1183x (+TMO,+O2);49°09'27.48"N,16°37'37.00"E
11074;8050;819;Brno - Chrlice, Tovární, pøíhradovı stoár u obalovny, ex 3428x;49°07'51.34"N,16°40'36.64"E
11075;8050;14;Brno - Chrlice, Tovární, pøíhradovı stoár u obalovny, ex 3427x;49°07'51.34"N,16°40'36.64"E
11076;8050;780;Brno - Chrlice, Tovární, pøíhradovı stoár u obalovny, ex 3428x;49°07'51.34"N,16°40'36.64"E
11077;8040;826;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1144x (+GSM);49°11'21.54"N,16°38'37.48"E
11078;8040;815;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1144x (+GSM);49°11'21.54"N,16°38'37.48"E
11079;8040;819;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1144x (+GSM);49°11'21.54"N,16°38'37.48"E
11084;8040;2;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1011x (+DCS);49°11'21.54"N,16°38'37.48"E
11085;8040;10;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1011x (+DCS);49°11'21.54"N,16°38'37.48"E
11086;8040;14;Brno - Èernovice, Turgenìvova 1141/10, panelák, ex 1011x (+DCS);49°11'21.54"N,16°38'37.48"E
11087;8030;782;Brno - Lesná, Tøískalova 563/10, ex 1032x (+GSM);49°13'31.65"N,16°37'04.22"E
11088;8030;785;Brno - Lesná, Tøískalova 563/10, ex 1032x (+GSM);49°13'31.65"N,16°37'04.22"E
11089;8030;795;Brno - Lesná, Tøískalova 563/10, ex 1032x (+GSM);49°13'31.65"N,16°37'04.22"E
11094;8030;8;Brno - Lesná, Tøískalova 563/10, ex 1032x (+DCS);49°13'31.65"N,16°37'04.22"E
11095;8030;4;Brno - Lesná, Tøískalova 563/10, ex 1032x (+DCS);49°13'31.65"N,16°37'04.22"E
11096;8030;6;Brno - Lesná, Tøískalova 563/10, ex 1032x (+DCS);49°13'31.65"N,16°37'04.22"E
11097;8050;791;Brno - Øeèkovice, Terezy Novákové 1283/64, komín kotelny, ex 1384x (+TMO,+O2);49°15'04.92"N,16°34'33.14"E
11098;8050;813;Brno - Øeèkovice, Terezy Novákové 1283/64, komín kotelny, ex 1384x (+TMO,+O2);49°15'04.92"N,16°34'33.14"E
11099;8050;781;Brno - Øeèkovice, Terezy Novákové 1283/64, komín kotelny, ex 1384x (+TMO,+O2);49°15'04.92"N,16°34'33.14"E
11114;8050;822;Brno - Tuøany, Hanácká 85/2, severní vì kostela, ex 1285x;49°08'50.02"N,16°40'04.91"E
11115;8050;778;Brno - Tuøany, Hanácká 85/2, severní vì kostela, ex 1285x;49°08'50.02"N,16°40'04.91"E
11116;8050;791;Brno - Tuøany, Hanácká 85/2, severní vì kostela, ex 1285x;49°08'50.02"N,16°40'04.91"E
11117;8040;818;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+GSM);49°11'54.36"N,16°35'36.34"E
11118;8040;787;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+GSM);49°11'54.36"N,16°35'36.34"E
11119;8040;813;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+GSM);49°11'54.36"N,16°35'36.34"E
11124;8040;1;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+DCS);49°11'54.36"N,16°35'36.34"E
11125;8040;9;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+DCS);49°11'54.36"N,16°35'36.34"E
11126;8040;20;Brno - Veveøí, Údolní 401/38, bytovı dùm, ex 1230x (+DCS);49°11'54.36"N,16°35'36.34"E
11127;8050;828;Brno - Bohunice, Ukrajinská 721/5a, pøíhradová konstrukce na støeše kotelny, ex 1360x (+TMO);49°10'06.20"N,16°35'12.45"E
11128;8050;17;Brno - Bohunice, Ukrajinská 721/5a, pøíhradová konstrukce na støeše kotelny, ex 1360x (+TMO);49°10'06.20"N,16°35'12.45"E
11129;8050;826;Brno - Bohunice, Ukrajinská 721/5a, pøíhradová konstrukce na støeše kotelny, ex 1360x (+TMO);49°10'06.20"N,16°35'12.45"E
11134;8050;777;Brno - Útìchov, pøíhradovı stoár nad obcí, ex 1376x;49°17'33.54"N,16°37'55.68"E
11135;8050;1;Brno - Útìchov, pøíhradovı stoár nad obcí, ex 1376x;49°17'33.54"N,16°37'55.68"E
11137;8040;797;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+GSM);49°12'11.72"N,16°35'36.08"E
11138;8040;791;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+GSM);49°12'11.72"N,16°35'36.08"E
11139;8040;793;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+GSM);49°12'11.72"N,16°35'36.08"E
11144;8040;3;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+DCS);49°12'11.72"N,16°35'36.08"E
11145;8040;12;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+DCS);49°12'11.72"N,16°35'36.08"E
11146;8040;17;Brno - Veveøí, Úvoz 446/118, vysokı dùm, ex 1028x (+DCS);49°12'11.72"N,16°35'36.08"E
11147;8050;782;Brno - Bohunice, Uzbecká 567/24, panelák, ex 1389x;49°10'21.43"N,16°34'57.70"E
11148;8050;791;Brno - Bohunice, Uzbecká 567/24, panelák, ex 1389x;49°10'21.43"N,16°34'57.70"E
11149;8050;822;Brno - Bohunice, Uzbecká 567/24, panelák, ex 1389x;49°10'21.43"N,16°34'57.70"E
11154;8050;815;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11155;8050;818;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11156;8050;826;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11157;8050;13;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11158;8050;3;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11159;8050;8;Brno - Bystrc, Valouškova 579/2, panelák, ex 1234x;49°13'37.78"N,16°31'18.27"E
11164;8040;21;Brno - Trnitá, Ve Vaòkovce 462/1, obchodní pasá Vaòkovka, indoor, ex 3251x (+TMO,+O2);49°11'16.24"N,16°36'53.31"E
11167;8030;817;Brno - Komín, Vavøinecká 1-3, panelák, ex 1396x;49°13'18.46"N,16°32'59.65"E
11168;8030;824;Brno - Komín, Vavøinecká 1-3, panelák, ex 1396x;49°13'18.46"N,16°32'59.65"E
11169;8030;815;Brno - Komín, Vavøinecká 1-3, panelák, ex 1396x;49°13'18.46"N,16°32'59.65"E
11174;8050;779;Brno - Pøízøenice, Vídeòská 264/120b, Vojenské stavby, ex 1361x (+TMO,+O2);49°08'24.66"N,16°36'07.35"E
11175;8050;13;Brno - Pøízøenice, Vídeòská 264/120b, Vojenské stavby, ex 1361x (+TMO,+O2);49°08'24.66"N,16°36'07.35"E
11176;8050;812;Brno - Pøízøenice, Vídeòská 264/120b, Vojenské stavby, ex 1361x (+TMO,+O2);49°08'24.66"N,16°36'07.35"E
11177;8040;819;Brno - Staré Brno, Veletrní 705/7, bytovı dùm, ex 1213x;49°11'18.56"N,16°35'25.75"E
11178;8040;794;Brno - Staré Brno, Veletrní 705/7, bytovı dùm, ex 1213x;49°11'18.56"N,16°35'25.75"E
11179;8040;780;Brno - Staré Brno, Veletrní 705/7, bytovı dùm, ex 1213x;49°11'18.56"N,16°35'25.75"E
11184;8030;818;Brno - abovøesky, Vychodilova 2551/10, vysokı panelák, ex 1266x (+TMO);49°13'11.76"N,16°34'21.83"E
11185;8030;776;Brno - abovøesky, Vychodilova 2551/10, vysokı panelák, ex 1266x (+TMO);49°13'11.76"N,16°34'21.83"E
11186;8030;827;Brno - abovøesky, Vychodilova 2551/10, vysokı panelák, ex 1266x (+TMO);49°13'11.76"N,16°34'21.83"E
11187;8040;791;Brno - Štıøice, Vídeòská 54-56, panelák, ex 1290x;49°10'51.87"N,16°35'39.05"E
11188;8040;826;Brno - Štıøice, Vídeòská 54-56, panelák, ex 1290x;49°10'51.87"N,16°35'39.05"E
11189;8040;795;Brno - Štıøice, Vídeòská 54-56, panelák, ex 1290x;49°10'51.87"N,16°35'39.05"E
11194;8050;794;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1160x (+O2);49°09'02.24"N,16°36'06.44"E
11195;8050;797;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1160x (+O2);49°09'02.24"N,16°36'06.44"E
11196;8050;815;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1160x (+O2);49°09'02.24"N,16°36'06.44"E
11197;8050;20;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1016x (+O2);49°09'02.24"N,16°36'06.44"E
11198;8050;7;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1016x (+O2);49°09'02.24"N,16°36'06.44"E
11199;8050;10;Brno - Dolní Heršpice, Vídeòská 136/119a, pøíhradovı stoár, ex 1016x (+O2);49°09'02.24"N,16°36'06.44"E
11204;8030;817;Brno - Vinohrady, Valtická 4100/19, panelák, ex 1296x;49°12'17.99"N,16°39'32.98"E
11205;8030;792;Brno - Vinohrady, Valtická 4100/19, panelák, ex 1296x;49°12'17.99"N,16°39'32.98"E
11206;8030;812;Brno - Vinohrady, Valtická 4100/19, panelák, ex 1296x;49°12'17.99"N,16°39'32.98"E
11207;8040;784;Brno - Trnitá, Vlhká 140/21, stará tovární budova u trati, ex 1366x;49°11'36.14"N,16°37'07.44"E
11208;8040;819;Brno - Trnitá, Vlhká 140/21, stará tovární budova u trati, ex 1366x;49°11'36.14"N,16°37'07.44"E
11209;8040;796;Brno - Trnitá, Vlhká 140/21, stará tovární budova u trati, ex 1366x;49°11'36.14"N,16°37'07.44"E
11214;8050;779;Brno - Starı Lískovec, Vltavská 244/21, panelák, ex 1331x;49°10'19.61"N,16°33'52.71"E
11215;8050;821;Brno - Starı Lískovec, Vltavská 244/21, panelák, ex 1331x;49°10'19.61"N,16°33'52.71"E
11216;8050;790;Brno - Starı Lískovec, Vltavská 244/21, panelák, ex 1331x;49°10'19.61"N,16°33'52.71"E
11217;8040;790;Brno - Pisárky, Vinaøská 472/5b, koleje MU Vinaøky, budova A2, ex 1181x;49°11'31.84"N,16°34'46.30"E
11218;8040;782;Brno - Pisárky, Vinaøská 472/5b, koleje MU Vinaøky, budova A2, ex 1181x;49°11'31.84"N,16°34'46.30"E
11219;8040;823;Brno - Pisárky, Vinaøská 472/5b, koleje MU Vinaøky, budova A2, ex 1181x;49°11'31.84"N,16°34'46.30"E
11227;8030;818;Brno - abovøesky, Korejská 3082/4, hala fy ASA, ex 1335x;49°12'52.11"N,16°35'12.27"E
11228;8030;797;Brno - abovøesky, Korejská 3082/4, hala fy ASA, ex 1335x;49°12'52.11"N,16°35'12.27"E
11229;8030;812;Brno - abovøesky, Korejská 3082/4, hala fy ASA, ex 1335x;49°12'52.11"N,16°35'12.27"E
11234;8040;790;Brno, Meèová 695/2, OD Velkı Špalíèek, ex 1383x;49°11'35.70"N,16°36'26.41"E
11235;8040;782;Brno, Meèová 695/2, OD Velkı Špalíèek, ex 1383x;49°11'35.70"N,16°36'26.41"E
11236;8040;786;Brno, Meèová 695/2, OD Velkı Špalíèek, ex 1383x;49°11'35.70"N,16°36'26.41"E
11237;8040;788;Brno, Meèová 695/2, OD Velkı Špalíèek, indoor, ex 1383x (+TMO,+O2);49°11'35.70"N,16°36'26.41"E
11244;8040;823;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1161x;49°12'08.71"N,16°37'44.41"E
11245;8040;776;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1161x;49°12'08.71"N,16°37'44.41"E
11246;8040;779;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1161x;49°12'08.71"N,16°37'44.41"E
11247;8040;21;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1002x;49°12'08.71"N,16°37'44.41"E
11248;8040;8;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1002x;49°12'08.71"N,16°37'44.41"E
11249;8040;17;Brno - Zábrdovice, Zábrdovická 25/2, budova naproti kostelu, ex 1002x;49°12'08.71"N,16°37'44.41"E
11254;8040;815;Brno, Za Divadlem 586/2, bytovı dùm, ex 1193x;49°11'50.22"N,16°36'45.86"E
11255;8040;781;Brno, Za Divadlem 586/2, bytovı dùm, ex 1193x;49°11'50.22"N,16°36'45.86"E
11256;8040;795;Brno, Za Divadlem 586/2, bytovı dùm, ex 1193x;49°11'50.22"N,16°36'45.86"E
11257;8040;4;Brno, Za Divadlem 586/2, bytovı dùm, ex 1192x;49°11'50.22"N,16°36'45.86"E
11258;8040;9;Brno, Za Divadlem 586/2, bytovı dùm, ex 1192x;49°11'50.22"N,16°36'45.86"E
11259;8040;15;Brno, Za Divadlem 586/2, bytovı dùm, ex 1192x;49°11'50.22"N,16°36'45.86"E
11264;8050;824;Brno - ebìtín, pøíhradovı stoár, ex 1035x;49°12'41.69"N,16°28'49.56"E
11265;8050;790;Brno - ebìtín, pøíhradovı stoár, ex 1035x;49°12'41.69"N,16°28'49.56"E
11266;8050;792;Brno - ebìtín, pøíhradovı stoár, ex 1035x;49°12'41.69"N,16°28'49.56"E
11267;8050;5;Brno - ebìtín, pøíhradovı stoár, ex 1035x;49°12'41.69"N,16°28'49.56"E
11268;8050;20;Brno - ebìtín, pøíhradovı stoár, ex 1035x;49°12'41.69"N,16°28'49.56"E
11274;8050;794;Brno - Kohoutovice, ebìtínská 72-82, panelák, ex 1228x;49°11'48.56"N,16°31'52.87"E
11275;8050;815;Brno - Kohoutovice, ebìtínská 72-82, panelák, ex 1228x;49°11'48.56"N,16°31'52.87"E
11276;8050;776;Brno - Kohoutovice, ebìtínská 72-82, panelák, ex 1228x;49°11'48.56"N,16°31'52.87"E
11277;8040;779;Brno - Veveøí, Zahradníkova 299/10 x Kounicova, bytovı dùm, ex 1350x (+TMO);49°12'24.61"N,16°35'47.35"E
11278;8040;826;Brno - Veveøí, Zahradníkova 299/10 x Kounicova, bytovı dùm, ex 1350x (+TMO);49°12'24.61"N,16°35'47.35"E
11279;8040;822;Brno - Veveøí, Zahradníkova 299/10 x Kounicova, bytovı dùm, ex 1350x (+TMO);49°12'24.61"N,16°35'47.35"E
11284;8040;819;Brno - Veveøí, ikova 511/17, zadní budova FAST VUT, maskováno, ex 1399x (+O2);49°12'21.29"N,16°35'25.15"E
11285;8040;815;Brno - Veveøí, ikova 511/17, zadní budova FAST VUT, maskováno, ex 1399x (+O2);49°12'21.29"N,16°35'25.15"E
11286;8040;786;Brno - Veveøí, ikova 511/17, zadní budova FAST VUT, maskováno, ex 1399x (+O2);49°12'21.29"N,16°35'25.15"E
13401;8050;1;Brno - Brnìnské Ivanovice, Kaštanová 506/50, MAKRO, indoor (+TMO);49°09'44.41"N,16°38'22.93"E
13411;8050;777;Brno - Dolní Heršpice, Vídeòská 132/100, OC Futurum, indoor, (+TMO,+O2);49°09'20.73"N,16°35'52.47"E
16614;8030;777;Brno - Èerná Pole, Bieblova 164/22, panelák, ex 1273x;49°13'02.46"N,16°37'01.24"E
16615;8030;781;Brno - Èerná Pole, Bieblova 164/22, panelák, ex 1273x;49°13'02.46"N,16°37'01.24"E
16616;8030;796;Brno - Èerná Pole, Bieblova 164/22, panelák, ex 1273x;49°13'02.46"N,16°37'01.24"E
16617;8030;786;Brno - Líšeò, Horníkova 2139/26, panelák, ex 1291x;49°12'43.31"N,16°40'50.35"E
16618;8030;790;Brno - Líšeò, Horníkova 2139/26, panelák, ex 1291x;49°12'43.31"N,16°40'50.35"E
16619;8030;781;Brno - Líšeò, Horníkova 2139/26, panelák, ex 1291x;49°12'43.31"N,16°40'50.35"E
16624;8050;820;Brno - Slatina, Hviezdoslavova (x Bìlohorská), vozovna DPMB, ex 1225x (+O2);49°11'03.10"N,16°40'09.48"E
16625;8050;795;Brno - Slatina, Hviezdoslavova (x Bìlohorská), vozovna DPMB, ex 1225x (+O2);49°11'03.10"N,16°40'09.48"E
16626;8050;813;Brno - Slatina, Hviezdoslavova (x Bìlohorská), vozovna DPMB, ex 1225x (+O2);49°11'03.10"N,16°40'09.48"E
16627;8050;781;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+GSM);49°09'19.18"N,16°41'23.73"E
16628;8050;814;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+GSM);49°09'19.18"N,16°41'23.73"E
16629;8050;789;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+GSM);49°09'19.18"N,16°41'23.73"E
16634;8050;5;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+DCS);49°09'19.18"N,16°41'23.73"E
16635;8050;7;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+DCS);49°09'19.18"N,16°41'23.73"E
16636;8050;16;Brno - Tuøany, letištì Brno, komín v areálu, ex 1014x (+DCS);49°09'19.18"N,16°41'23.73"E
16637;8040;789;Brno - idenice, M. Kudeøíkové 3844/4, panelák, ex 1238x;49°11'20.31"N,16°39'30.43"E
16638;8040;780;Brno - idenice, M. Kudeøíkové 3844/4, panelák, ex 1238x;49°11'20.31"N,16°39'30.43"E
16639;8040;791;Brno - idenice, M. Kudeøíkové 3844/4, panelák, ex 1238x;49°11'20.31"N,16°39'30.43"E
16644;8030;786;Brno - Královo Pole, Purkyòova 2150/105, Technické Muzeum, ex 1235x (+TMO);49°13'42.18"N,16°34'53.07"E
16645;8030;819;Brno - Královo Pole, Purkyòova 2150/105, Technické Muzeum, ex 1235x (+TMO);49°13'42.18"N,16°34'53.07"E
16646;8030;788;Brno - Královo Pole, Purkyòova 2150/105, Technické Muzeum, ex 1235x (+TMO);49°13'42.18"N,16°34'53.07"E
16647;8050;779;Brno - Bystrc, Rerychova 1073/16, panelák, ex 1274x;49°12'59.06"N,16°30'19.19"E
16648;8050;792;Brno - Bystrc, Rerychova 1073/16, panelák, ex 1274x;49°12'59.06"N,16°30'19.19"E
16649;8050;784;Brno - Bystrc, Rerychova 1073/16, panelák, ex 1274x;49°12'59.06"N,16°30'19.19"E
31871;8030;786;Brno - Ponava, Botanická 554/68a, budova Fakulty informatiky MU (+O2);49°12'35.71"N,16°35'58.75"E
31872;8030;814;Brno - Ponava, Botanická 554/68a, budova Fakulty informatiky MU (+O2);49°12'35.71"N,16°35'58.75"E
31873;8030;788;Brno - Ponava, Botanická 554/68a, budova Fakulty informatiky MU (+O2);49°12'35.71"N,16°35'58.75"E
31911;8050;820;Brno - Horní Heršpice, Traová 574/1, Techniserv Net (+O2);49°09'46.39"N,16°35'33.99"E
31912;8050;817;Brno - Horní Heršpice, Traová 574/1, Techniserv Net (+O2);49°09'46.39"N,16°35'33.99"E
31913;8050;792;Brno - Horní Heršpice, Traová 574/1, Techniserv Net (+O2);49°09'46.39"N,16°35'33.99"E
31921;8040;830;Brno - Štıøice, Londınské námìstí 856/2, Brno Business Park, budova B (+O2);49°10'18.83"N,16°35'57.16"E
31922;8040;828;Brno - Štıøice, Londınské námìstí 856/2, Brno Business Park, budova B (+O2);49°10'18.83"N,16°35'57.16"E
31923;8040;812;Brno - Štıøice, Londınské námìstí 856/2, Brno Business Park, budova B (+O2);49°10'18.83"N,16°35'57.16"E
31951;8040;828;Brno - Štıøice, Havlenova 75/22, panelák;49°10'45.48"N,16°35'48.60"E
31952;8040;777;Brno - Štıøice, Havlenova 75/22, panelák;49°10'45.48"N,16°35'48.60"E
31953;8040;816;Brno - Štıøice, Havlenova 75/22, panelák;49°10'45.48"N,16°35'48.60"E
32011;8050;21;Brno - Líšeò, Jateèní, pøíhradovı st.;49°12'02.43"N,16°42'52.22"E
32012;8050;10;Brno - Líšeò, Jateèní, pøíhradovı st.;49°12'02.43"N,16°42'52.22"E
32021;8050;776;Brno - Líšeò, Jateèní, pøíhradovı st.;49°12'02.43"N,16°42'52.22"E
32022;8050;823;Brno - Líšeò, Jateèní, pøíhradovı st.;49°12'02.43"N,16°42'52.22"E
32441;8040;783;Brno - idenice, Táborská 135/171, bytovı dùm;49°11'35.48"N,16°38'18.16"E
32442;8040;795;Brno - idenice, Táborská 135/171, bytovı dùm;49°11'35.48"N,16°38'18.16"E
32443;8040;821;Brno - idenice, Táborská 135/171, bytovı dùm;49°11'35.48"N,16°38'18.16"E
32541;8050;815;Brno - Holásky, Poární 32/1, ZŠ (+TMO);49°08'35.01"N,16°39'04.65"E
32542;8050;782;Brno - Holásky, Poární 32/1, ZŠ (+TMO);49°08'35.01"N,16°39'04.65"E
32543;8050;797;Brno - Holásky, Poární 32/1, ZŠ (+TMO);49°08'35.01"N,16°39'04.65"E
36711;8050;829;Brno - Dolní Heršpice, Pìstitelská, pøíhradovı stoár nedaleko øeky;49°09'02.60"N,16°37'33.90"E
36712;8050;832;Brno - Dolní Heršpice, Pìstitelská, pøíhradovı stoár nedaleko øeky;49°09'02.60"N,16°37'33.90"E
36713;8050;863;Brno - Dolní Heršpice, Pìstitelská, pøíhradovı stoár nedaleko øeky;49°09'02.60"N,16°37'33.90"E
37171;8050;831;Brno - Bohunice, Netroufalky 770, OC Campus Square;49°10'39.00"N,16°33'58.00"E
37174;8050;5;Brno - Bohunice, Netroufalky 770, OC Campus Square, indoor;49°10'39.00"N,16°33'58.00"E
37271;8030;17;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37272;8030;19;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37273;8030;14;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37274;8030;830;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37275;8030;781;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37276;8030;788;Brno - Královo Pole, Porgesova, bıvalá chladicí vì s reklamou Globus;49°13'11.81"N,16°36'25.26"E
37341;8040;832;Brno - Štıøice, Holandská 879/4, admin. budova (+TMO);49°10'50.28"N,16°36'20.58"E
37342;8040;779;Brno - Štıøice, Holandská 879/4, admin. budova (+TMO);49°10'50.28"N,16°36'20.58"E
37343;8040;818;Brno - Štıøice, Holandská 879/4, admin. budova (+TMO);49°10'50.28"N,16°36'20.58"E
37991;8050;831;Brno - Knínièky, pøíhradovı stoár nad obcí (+TMO);49°14'14.00"N,16°31'19.00"E
37992;8050;788;Brno - Knínièky, pøíhradovı stoár nad obcí (+TMO);49°14'14.00"N,16°31'19.00"E
